record_point,rotation_different,animator_rotation,agent_rotation,reward
383, 10.0782, 2394616, 3359957, 0.7828267
384, 12.75918, 2394249, 3290743, 0.7729167
385, 12.17463, 2401289, 2997857, 0.783689
386, 9.991026, 2407247, 3144603, 0.7856558
387, 8.758667, 2425438, 3243152, 0.7900297
388, 9.986312, 2578183, 3180456, 0.7812905
389, 9.065681, 2862888, 3171064, 0.7933291
390, 7.262327, 2754198, 3135657, 0.795565
391, 7.710166, 2766808, 3235515, 0.7917922
392, 10.99141, 2767339, 3122609, 0.7691481
393, 10.68567, 2764853, 3132532, 0.7721794
394, 10.31404, 2756626, 2906993, 0.7650752
395, 11.79719, 2618978, 2818262, 0.7598418
396, 11.00941, 2610001, 2852749, 0.7792056
397, 10.87349, 2622407, 2869512, 0.7784395
398, 10.50622, 2757481, 3231691, 0.7792364
399, 10.45896, 2753426, 3194697, 0.7745757
400, 11.05974, 2487112, 3199621, 0.781828
401, 12.05047, 2473367, 3130652, 0.7771997
402, 13.436, 2589954, 3018135, 0.7704725
403, 15.19958, 2582654, 3066607, 0.7708755
404, 16.40531, 2586271, 2979198, 0.7690952
405, 16.00778, 2489335, 3182941, 0.7647738
406, 13.66323, 2607253, 3009060, 0.7625705
407, 13.74056, 2624903, 3004768, 0.7621229
408, 15.47898, 2638911, 3224290, 0.7594668
409, 19.25525, 2636592, 2986156, 0.7525958
410, 23.67184, 2749886, 3011309, 0.7488479
411, 24.19879, 2589472, 3041240, 0.7520083
412, 21.72812, 2804411, 3154523, 0.753225
413, 19.91663, 3033674, 3323660, 0.7557335
414, 21.65872, 3014173, 3289290, 0.7453943
415, 23.95498, 3005318, 3106427, 0.7429864
416, 22.61884, 3001415, 3226750, 0.7414513
417, 21.44838, 3000924, 3530133, 0.7431972
418, 20.57469, 2999874, 3041607, 0.7438357
419, 19.25822, 2999873, 3086564, 0.7465386
420, 16.99769, 2998853, 2856694, 0.7588333
421, 16.0412, 2866359, 3470063, 0.7569243
422, 17.48889, 2867436, 3300229, 0.7507867
423, 18.43855, 2882273, 3018926, 0.7559742
424, 17.2762, 3033178, 3194705, 0.7524158
425, 16.48301, 3047188, 2773131, 0.7572091
426, 19.1307, 3058091, 2815682, 0.7375327
427, 21.05112, 3064840, 2684410, 0.727923
428, 19.12053, 3199349, 2989946, 0.746217
429, 17.54204, 3199095, 2368375, 0.7509419
430, 17.06615, 3198138, 2837153, 0.7562274
431, 16.94806, 3196795, 2902991, 0.7536241
432, 16.78752, 3195065, 2800972, 0.7584564
433, 17.50318, 3193814, 2945897, 0.7512599
434, 20.40873, 3062188, 2631466, 0.7418333
435, 26.59189, 3060262, 2740146, 0.7227266
436, 28.59703, 2796400, 3118548, 0.7215598
437, 28.37913, 2788030, 2503815, 0.7237564
438, 27.29164, 2780069, 2753468, 0.7342134
439, 24.77315, 2902653, 2939568, 0.740768
440, 21.28412, 2895497, 2723548, 0.7477942
441, 18.61879, 2889075, 2905781, 0.7564337
442, 17.1561, 2883228, 3094253, 0.7625495
443, 16.97286, 2877705, 3001630, 0.764793
444, 16.01432, 2742654, 3022342, 0.7581906
445, 18.04285, 2737457, 2657114, 0.7487234
446, 22.65299, 2473236, 2898009, 0.7407457
447, 24.97362, 2468540, 2873953, 0.7392747
448, 23.07764, 2464353, 2854957, 0.7470077
449, 19.69382, 2460787, 2843396, 0.7488506
450, 17.56575, 2457890, 3423863, 0.7572654
451, 17.16501, 2455778, 3446379, 0.7622057
452, 18.26371, 2455219, 3160281, 0.7649026
453, 19.0697, 2462674, 3300362, 0.7634444
454, 20.14006, 2203515, 3249023, 0.7518194
455, 22.70096, 2197402, 2721040, 0.7459726
456, 23.75633, 2196824, 2375409, 0.7479696
457, 23.89052, 2198793, 2984160, 0.7490004
458, 20.68781, 2202595, 3263494, 0.752423
459, 19.9253, 2208430, 3301951, 0.7599901
460, 20.01443, 2338914, 3013432, 0.7576625
461, 21.84, 2339786, 2880065, 0.7525687
462, 23.65872, 2204267, 2816595, 0.7434028
463, 24.78081, 2196615, 2709458, 0.7430148
464, 26.25017, 2190021, 2893064, 0.7398348
465, 24.07551, 2185671, 3065146, 0.7509386
466, 20.43572, 2182692, 2688742, 0.7586575
467, 19.11336, 2180082, 3145333, 0.7589849
468, 19.19224, 2177481, 2926342, 0.7521673
469, 20.57066, 2174164, 3121123, 0.75179
470, 20.9506, 2171086, 2883779, 0.7540681
471, 21.41371, 2169252, 3357350, 0.7457255
472, 25.12957, 2169048, 3016369, 0.7346711
473, 28.75338, 2170052, 2651942, 0.7211237
474, 30.23352, 2172557, 2819420, 0.7252127
475, 27.1661, 2175552, 2818283, 0.7394747
476, 24.10502, 2179085, 3054527, 0.7476349
477, 20.35756, 2313097, 3121922, 0.7527956
478, 17.27151, 2187663, 3340406, 0.7586613
479, 15.35736, 2194053, 3440907, 0.7688855
480, 15.45618, 2202950, 3117361, 0.7665493
481, 15.68626, 2217654, 3037858, 0.7716806
482, 16.04086, 2264415, 3284242, 0.7560968
483, 18.96435, 2512547, 3317680, 0.7586653
484, 22.25655, 2532233, 2860603, 0.7510713
485, 20.63375, 2553399, 2851729, 0.759878
486, 18.26082, 2566995, 2948727, 0.7608675
487, 16.75985, 2570798, 3150916, 0.765702
488, 16.89906, 2575095, 3329132, 0.7631943
489, 18.13773, 2579889, 2988238, 0.7630209
490, 16.50965, 2584743, 3193573, 0.7633555
491, 16.52826, 2589843, 2966354, 0.7702876
492, 17.86749, 2594957, 3024126, 0.760919
493, 16.75018, 2600106, 2925573, 0.7693059
494, 14.45741, 2605230, 3169291, 0.7726517
495, 14.20131, 2610348, 3453994, 0.7653525
496, 15.98601, 2615534, 3293136, 0.772388
497, 15.40061, 2620287, 3291915, 0.7716166
498, 13.44304, 2624840, 3127665, 0.7746727
499, 13.77407, 2627695, 3162484, 0.7782977
500, 16.33229, 2630636, 3243500, 0.7645621
501, 15.75538, 2633710, 3109597, 0.7743979
502, 13.84513, 2634464, 2963383, 0.7743979
503, 0, 2729421, 2729421, 0.7743979
504, 2.995341, 2729421, 2979255, 0.7681181
