record_point,rotation_different,animator_rotation,agent_rotation,reward
315, 15.99047, 28.89829, 27.81773, 0.776858
316, 16.31777, 28.87191, 28.51607, 0.7778553
317, 16.13162, 28.85014, 28.38824, 0.7785348
318, 17.12104, 28.83023, 28.23469, 0.774431
319, 17.73645, 28.80859, 27.85497, 0.7677185
320, 17.97096, 28.78654, 28.59628, 0.7678769
321, 19.16258, 28.7642, 29.49958, 0.7671117
322, 20.50348, 28.74224, 29.68578, 0.7682171
323, 18.5838, 28.71793, 29.30392, 0.7768971
324, 16.06514, 28.69032, 28.91102, 0.7807974
325, 13.27955, 28.6619, 30.06161, 0.7803895
326, 12.32463, 28.63136, 29.42867, 0.7859749
327, 11.87817, 28.59896, 28.70817, 0.7893459
328, 11.50423, 28.56507, 27.44267, 0.786129
329, 11.90799, 28.53644, 27.18778, 0.783948
330, 13.18623, 28.51275, 27.59001, 0.7819824
331, 14.0816, 28.50408, 28.03284, 0.7853579
332, 13.36882, 28.49636, 27.98431, 0.7864372
333, 12.46764, 28.48935, 27.02081, 0.7823442
334, 13.89814, 28.4899, 26.25767, 0.7823442
335, 0, 25.01035, 25.0104, 0.7823442
336, 2.950457, 25.01035, 25.09811, 0.7620164
337, 4.766961, 25.00096, 25.72095, 0.8154005
338, 3.945719, 24.99641, 26.00646, 0.8175409
339, 4.550542, 24.99776, 24.96117, 0.7977045
340, 7.256448, 25.01127, 24.77631, 0.7880204
341, 10.89307, 25.03595, 25.77252, 0.7801765
342, 11.97424, 25.06079, 26.77605, 0.7736247
343, 10.24397, 25.08832, 27.31054, 0.7871784
344, 7.916792, 25.12004, 27.34215, 0.7874651
345, 7.953008, 25.15739, 28.60914, 0.7909366
346, 9.575744, 25.2004, 29.61219, 0.7946014
347, 8.280286, 25.24876, 28.49724, 0.8057615
348, 7.353258, 25.30173, 27.47705, 0.8061417
349, 7.79423, 25.35948, 27.47774, 0.797099
350, 9.864402, 25.41844, 26.78113, 0.7939932
351, 11.8339, 25.4794, 26.06286, 0.7933049
352, 12.48405, 25.48972, 25.54214, 0.7926119
353, 9.668364, 25.47855, 25.38445, 0.7967539
354, 7.684868, 25.47052, 25.25184, 0.8026685
355, 7.703235, 25.47226, 25.69419, 0.7954909
356, 8.800589, 25.48676, 26.92686, 0.8018075
357, 8.681725, 25.49447, 27.29894, 0.8069538
358, 7.947687, 25.50891, 26.9167, 0.8085877
359, 7.412164, 25.51715, 26.8567, 0.8043132
360, 8.819172, 25.53973, 25.90656, 0.8013658
361, 10.6313, 25.57461, 25.94291, 0.7973192
362, 10.24006, 25.60215, 26.41515, 0.7892898
363, 9.031488, 25.64026, 27.28242, 0.7948188
364, 10.82326, 25.65152, 28.45001, 0.7910648
365, 13.07938, 25.66568, 29.81614, 0.7907068
366, 12.89605, 25.69068, 29.6388, 0.7932506
367, 11.88153, 25.69078, 28.20479, 0.7929187
368, 11.17966, 25.70564, 26.87651, 0.7894642
369, 12.23093, 25.69701, 26.28215, 0.7840805
370, 14.17502, 25.67719, 26.47255, 0.7808951
371, 13.59908, 25.6619, 25.62627, 0.7839323
372, 12.63178, 25.6222, 25.45189, 0.7783649
373, 13.81322, 25.57164, 26.29827, 0.7810455
374, 17.02279, 25.47588, 27.97217, 0.7727119
375, 18.17765, 25.35814, 28.17157, 0.7745964
376, 16.87563, 25.22822, 27.15012, 0.7744435
377, 14.7882, 25.09754, 26.93194, 0.781023
378, 12.73479, 25.00366, 26.288, 0.7795295
379, 11.58663, 24.95886, 25.36664, 0.7805482
380, 10.93714, 24.9791, 25.79021, 0.7825313
381, 11.46924, 25.09037, 26.31588, 0.7831162
382, 12.0848, 25.23462, 26.82583, 0.7737973
383, 11.60552, 25.40082, 27.02878, 0.7747141
384, 14.10507, 25.47895, 27.88644, 0.7695816
385, 13.93152, 25.49643, 27.66141, 0.7789688
386, 12.31198, 25.4709, 26.74817, 0.7843
387, 10.79988, 25.44456, 26.22472, 0.7913314
388, 9.243131, 25.43611, 25.19424, 0.7930821
389, 9.588789, 25.41876, 25.48061, 0.7902598
390, 9.318119, 25.49192, 25.78976, 0.7915167
391, 8.508048, 25.6263, 26.53893, 0.7827861
392, 10.58592, 25.9125, 28.1623, 0.7661923
393, 10.72791, 26.25473, 27.65574, 0.7742938
394, 10.28635, 26.634, 27.34622, 0.7768528
395, 9.429138, 26.85601, 26.63532, 0.7833817
396, 8.914191, 26.90207, 26.87613, 0.78803
397, 8.940043, 26.87832, 27.30657, 0.7864237
398, 10.39383, 26.89253, 27.28153, 0.783444
399, 11.07239, 26.91162, 27.18673, 0.7889139
400, 10.78237, 26.92395, 26.85125, 0.789587
401, 10.54532, 26.93757, 26.4571, 0.7848298
402, 11.55291, 26.95218, 27.45445, 0.7852463
403, 11.96747, 26.98373, 28.10008, 0.785846
404, 11.31389, 27.01403, 27.82839, 0.7844793
405, 10.83214, 26.97517, 27.02769, 0.7801189
406, 11.4686, 26.89395, 26.19284, 0.7699977
407, 12.42462, 26.79358, 25.66995, 0.7753476
408, 12.0851, 26.73046, 25.35701, 0.7758471
409, 11.12034, 26.8729, 25.54935, 0.7757725
410, 11.82215, 27.16581, 25.82718, 0.778997
411, 12.69053, 27.59048, 26.47976, 0.7843314
412, 12.81519, 28.09078, 26.37134, 0.7832681
413, 12.58773, 28.60611, 24.96413, 0.7766309
414, 12.94149, 29.04257, 24.66183, 0.7731222
415, 13.54387, 29.40786, 24.40175, 0.7738299
416, 13.56462, 29.68337, 25.13449, 0.7722414
417, 12.20355, 29.85865, 26.28448, 0.7750111
418, 12.21369, 30.02527, 27.55925, 0.772916
419, 13.30137, 29.99176, 28.0201, 0.7721221
420, 12.9813, 29.85751, 26.44917, 0.774203
421, 13.22334, 29.73231, 24.93922, 0.7696212
422, 12.61079, 29.59382, 24.82542, 0.7644258
423, 13.89899, 29.44147, 24.24209, 0.7658039
424, 14.74112, 29.24958, 24.68037, 0.7685339
425, 14.8454, 29.08539, 24.56018, 0.7691513
426, 15.22267, 28.94463, 24.89325, 0.7606496
427, 17.73328, 28.86156, 25.14362, 0.7504588
428, 18.52572, 28.79994, 25.87373, 0.753888
429, 17.78501, 28.77836, 25.72491, 0.7565271
430, 16.07031, 28.77162, 25.36734, 0.7627653
431, 14.61653, 28.76938, 25.83605, 0.7650159
432, 14.03008, 28.71233, 26.1963, 0.7707738
433, 13.33742, 28.65784, 25.63707, 0.771234
434, 16.33694, 28.60483, 26.22, 0.7523217
435, 20.67538, 28.5527, 27.12134, 0.744143
436, 20.62187, 28.50132, 26.18016, 0.7574611
437, 18.99994, 28.45435, 25.488, 0.7589452
438, 16.5691, 28.4093, 24.72165, 0.760787
439, 15.83381, 28.3662, 24.95693, 0.761319
440, 16.56014, 28.32182, 26.02352, 0.7665144
441, 16.28162, 28.27675, 26.51329, 0.7693852
442, 16.57986, 28.23322, 26.85942, 0.7605274
443, 18.47431, 28.19286, 26.8841, 0.7486092
444, 20.20941, 28.15913, 26.57735, 0.7512717
445, 19.20321, 28.13201, 25.124, 0.7571779
446, 16.62877, 28.11151, 24.40041, 0.7622071
447, 15.25406, 28.09829, 24.25137, 0.7647504
448, 14.90305, 28.09015, 26.30264, 0.7614681
449, 16.78708, 28.08785, 27.53652, 0.7601743
450, 19.16759, 28.08939, 29.17999, 0.7505083
451, 22.40001, 28.09702, 29.8858, 0.7433254
